BuildingAge,Surface moyenne par étage,Ratio Largest Use / Total,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,PropertyCategory,SiteEnergyUse(kBtu),PrimaryEnergyType_Electricity,PrimaryEnergyType_Mixed,PrimaryEnergyType_NaturalGas,PropertyCategory_Healthcare,PropertyCategory_Hospitality,PropertyCategory_Industrial & Storage,PropertyCategory_Mixed Use,PropertyCategory_Office,PropertyCategory_Other,PropertyCategory_Public / Institutional,PropertyCategory_Retail & Food
20,66002.0,0.37446971303899884,1.0,4,264008,159994,104014,98863.0,0.0,Retail & Food,9937707.0,1,0,0,0,0,0,0,0,0,0,1
102,31110.0,0.9751848280295725,1.0,2,62220,0,62220,60676.0,13780.0,Office,5444253.5,1,0,0,0,0,0,0,1,0,0,0
46,65430.0,0.9281980742778542,1.0,1,65430,0,65430,60732.0,8142.0,Office,3181045.5,0,1,0,0,0,0,0,1,0,0,0
10,34096.666666666664,0.8184084465734676,1.0,3,102290,42440,59850,83715.0,18575.0,Office,6062770.5,1,0,0,0,0,0,0,1,0,0,0
90,26668.0,0.935753212339383,1.0,3,80004,0,80004,74864.0,0.0,Other,12232124.0,1,0,0,0,0,0,0,0,1,0,0
25,161958.0,0.8135689499746848,1.0,2,323916,0,323916,263528.0,60388.0,Industrial & Storage,8024064.5,0,1,0,0,0,1,0,0,0,0,0
84,21718.0,0.7200018417902201,1.0,14,304052,0,304052,218918.0,156487.0,Mixed Use,21027396.0,1,0,0,0,0,0,1,0,0,0,0
38,21346.25,0.5883351876793348,1.0,4,85385,31210,54175,50235.0,25525.0,Office,4855036.5,1,0,0,0,0,0,0,1,0,0,0
27,49012.0,0.651840365624745,1.0,2,98024,0,98024,63896.0,33712.0,Industrial & Storage,1988334.5,1,0,0,0,0,1,0,0,0,0,0
88,65000.0,0.3076923076923077,1.0,1,65000,15000,50000,20000.0,15000.0,Mixed Use,2603931.25,1,0,0,0,0,0,1,0,0,0,0
26,28914.6,0.5431235431235432,1.0,5,144573,66620,77953,78521.0,66650.0,Office,5135040.0,1,0,0,0,0,0,0,1,0,0,0
66,151406.0,1.0,1.0,2,302812,0,302812,302812.0,0.0,Retail & Food,7290824.5,1,0,0,0,0,0,0,0,0,0,1
42,17280.0,0.9050925925925926,1.0,5,86400,0,86400,78200.0,0.0,Office,9080022.0,0,1,0,0,0,0,0,1,0,0,0
47,49269.5,1.0,0.0,2,98539,0,98539,98539.0,0.0,Other,5450441.5,1,0,0,0,0,0,0,0,1,0,0
35,14413.833333333334,1.0,1.0,6,86483,0,86483,86483.0,0.0,Office,6361236.5,1,0,0,0,0,0,0,1,0,0,0
40,51600.0,0.6666666666666666,1.0,1,51600,0,51600,34400.0,17200.0,Industrial & Storage,1124543.125,1,0,0,0,0,1,0,0,0,0,0
48,140520.0,1.0,1.0,1,140520,0,140520,140520.0,0.0,Industrial & Storage,2225512.0,0,1,0,0,0,1,0,0,0,0,0
30,30805.8,0.5949853598997591,1.0,5,154029,62380,91649,91645.0,66288.0,Office,4636396.5,1,0,0,0,0,0,0,1,0,0,0
11,53929.666666666664,0.5682401152117882,1.0,3,161789,91935,69854,91935.0,69854.0,Other,6963616.5,1,0,0,0,0,0,0,0,1,0,0
11,21303.0,0.9493185623308141,1.0,3,63909,0,63909,60670.0,3239.0,Office,4765753.5,1,0,0,0,0,0,0,1,0,0,0
68,26736.0,0.8760846798324357,1.0,2,53472,0,53472,46846.0,10033.0,Industrial & Storage,971155.625,0,0,1,0,0,1,0,0,0,0,0
36,50417.0,1.0,1.0,1,50417,0,50417,50417.0,0.0,Industrial & Storage,1847401.0,0,1,0,0,0,1,0,0,0,0,0
116,43728.0,1.0,1.0,1,43728,0,43728,43728.0,0.0,Retail & Food,11508035.0,0,0,1,0,0,0,0,0,0,0,1
55,44432.666666666664,1.0,1.0,3,133298,0,133298,133298.0,0.0,Office,15640994.0,1,0,0,0,0,0,0,1,0,0,0
51,84309.5,1.0266102870969465,1.0,2,168619,0,168619,173106.0,0.0,Retail & Food,6455828.5,1,0,0,0,0,0,0,0,0,0,1
14,50365.4,0.449983520432678,0.0,5,251827,113318,138509,113318.0,84000.0,Mixed Use,47102428.0,1,0,0,0,0,0,1,0,0,0,0
16,43971.25,0.5911248827358786,1.0,4,175885,71385,104500,103970.0,71390.0,Office,6486377.5,1,0,0,0,0,0,0,1,0,0,0
47,52393.0,1.0,1.0,2,104786,0,104786,104786.0,0.0,Industrial & Storage,1028376.875,1,0,0,0,0,1,0,0,0,0,0
16,53040.0,0.9695889894419306,1.0,1,53040,41600,11440,51427.0,0.0,Other,1770027.5,0,1,0,0,0,0,0,0,1,0,0
43,110689.0,1.0,0.0,1,110689,0,110689,110689.0,0.0,Other,2339814.25,0,0,1,0,0,0,0,0,1,0,0
68,53620.0,1.0,1.0,1,53620,0,53620,53620.0,0.0,Office,2058955.25,1,0,0,0,0,0,0,1,0,0,0
78,50008.0,1.0,1.0,1,50008,0,50008,50008.0,0.0,Office,3202213.0,1,0,0,0,0,0,0,1,0,0,0
7,72794.0,0.6685784542682089,1.0,4,291176,100176,191000,194674.0,111198.0,Office,6657348.5,1,0,0,0,0,0,0,1,0,0,0
59,50832.0,0.8640226628895185,1.0,1,50832,0,50832,43920.0,6912.0,Industrial & Storage,2551022.25,0,0,1,0,0,1,0,0,0,0,0
45,76354.0,1.0017287895853524,1.0,1,76354,0,76354,76486.0,0.0,Industrial & Storage,2843033.5,1,0,0,0,0,1,0,0,0,0,0
60,98480.0,1.0,1.0,1,98480,0,98480,98480.0,0.0,Industrial & Storage,2831565.5,1,0,0,0,0,1,0,0,0,0,0
112,26501.0,0.5962416512584431,1.0,2,53002,0,53002,31602.0,27427.0,Mixed Use,3441643.25,1,0,0,0,0,0,1,0,0,0,0
8,58639.333333333336,0.3793642492524926,1.0,3,175918,51218,124700,66737.0,58218.0,Mixed Use,22530168.0,0,1,0,0,0,0,1,0,0,0,0
96,56595.0,0.624336661071355,1.0,3,169785,63782,106003,106003.0,63782.0,Other,19155416.0,1,0,0,0,0,0,0,0,1,0,0
45,11338.272727272728,0.8626774961714547,1.0,11,124721,0,124721,107594.0,15600.0,Office,13898181.0,0,1,0,0,0,0,0,1,0,0,0
46,13428.857142857143,0.9989681070615519,1.0,7,94002,0,94002,93905.0,31348.0,Office,5662234.0,1,0,0,0,0,0,0,1,0,0,0
42,93020.0,1.0,1.0,1,93020,0,93020,93020.0,0.0,Industrial & Storage,1252323.875,1,0,0,0,0,1,0,0,0,0,0
70,23000.0,0.8830434782608696,1.0,1,23000,0,23000,20310.0,2689.600098,Other,711118.375,0,0,1,0,0,0,0,0,1,0,0
14,61053.0,0.8915859990500057,1.0,1,61053,0,61053,54434.0,0.0,Retail & Food,13133225.0,1,0,0,0,0,0,0,0,0,0,1
112,15784.0,0.9954891028890015,1.0,5,78920,0,78920,78564.0,0.0,Office,2830674.75,1,0,0,0,0,0,0,1,0,0,0
110,14205.714285714286,0.6545454545454545,1.0,7,99440,0,99440,65088.0,23857.0,Office,6606832.5,1,0,0,0,0,0,0,1,0,0,0
109,12210.0,0.8718400218400219,1.0,6,73260,0,73260,63871.0,0.0,Office,2853189.5,1,0,0,0,0,0,0,1,0,0,0
116,17454.25,0.49625449389117265,1.0,4,69817,0,69817,34647.0,26039.0,Office,2178074.5,0,1,0,0,0,0,0,1,0,0,0
116,21187.5,0.49096165191740415,1.0,4,84750,0,84750,41609.0,28734.0,Office,2094724.625,1,0,0,0,0,0,0,1,0,0,0
116,12582.666666666666,0.6066414114655081,1.0,6,75496,13320,62176,45799.0,9739.0,Office,3570161.75,1,0,0,0,0,0,0,1,0,0,0
116,41095.0,0.7519588757756418,1.0,4,164380,0,164380,123607.0,20795.0,Office,7655751.0,1,0,0,0,0,0,0,1,0,0,0
109,22940.0,1.0,1.0,7,160580,0,160580,160580.0,0.0,Office,4336187.5,1,0,0,0,0,0,0,1,0,0,0
107,12245.0,0.6416904859126173,1.0,6,73470,0,73470,47145.0,9477.0,Office,3212269.0,1,0,0,0,0,0,0,1,0,0,0
110,22585.0,0.49659803704523653,1.0,3,67755,0,67755,33647.0,19705.0,Other,1904480.0,1,0,0,0,0,0,0,0,1,0,0
106,18900.0,0.46296296296296297,1.0,3,56700,0,56700,26250.0,18050.0,Mixed Use,2371575.0,1,0,0,0,0,0,1,0,0,0,0
94,82852.0,0.7057403562979772,1.0,1,82852,0,82852,58472.0,23282.0,Industrial & Storage,2153603.5,0,1,0,0,0,1,0,0,0,0,0
63,38221.0,0.6606315899636326,1.0,2,76442,0,76442,50500.0,18000.0,Other,3978277.0,0,1,0,0,0,0,0,0,1,0,0
54,46396.0,0.9197236830761273,1.0,2,92792,0,92792,85343.0,13435.0,Industrial & Storage,3155496.0,1,0,0,0,0,1,0,0,0,0,0
75,62759.5,1.1384810267768226,2.0,2,125519,0,125519,142901.0,0.0,Other,2244317.0,1,0,0,0,0,0,0,0,1,0,0
116,32250.0,0.812937984496124,1.0,4,129000,25800,103200,104869.0,0.0,Office,4374646.0,1,0,0,0,0,0,0,1,0,0,0
62,78814.0,1.0,1.0,1,78814,0,78814,78814.0,0.0,Industrial & Storage,861972.875,1,0,0,0,0,1,0,0,0,0,0
112,14742.5,0.6761064948278785,1.0,4,58970,0,58970,39870.0,11600.0,Office,1776411.75,1,0,0,0,0,0,0,1,0,0,0
106,12600.0,0.6751322751322751,1.0,6,75600,10800,64800,51040.0,10500.0,Industrial & Storage,2688675.75,1,0,0,0,0,1,0,0,0,0,0
109,14067.5,0.7087968722232095,1.0,4,56270,0,56270,39884.0,9270.0,Industrial & Storage,1056782.125,1,0,0,0,0,1,0,0,0,0,0
112,16710.5,0.6451332994225187,1.0,4,66842,0,66842,43122.0,10514.0,Office,5608600.5,1,0,0,0,0,0,0,1,0,0,0
107,12548.0,0.870098820529168,1.0,6,75288,10800,64488,65508.0,10918.0,Office,2891605.0,1,0,0,0,0,0,0,1,0,0,0
112,26331.714285714286,0.9977973329282451,1.0,7,184322,0,184322,183916.0,406.0,Office,9722890.0,1,0,0,0,0,0,0,1,0,0,0
7,41121.857142857145,0.9512216304850045,1.0,7,287853,0,287853,273812.0,12102.0,Office,25567108.0,1,0,0,0,0,0,0,1,0,0,0
102,32256.0,0.9765625,1.0,2,64512,0,64512,63000.0,0.0,Office,5968153.5,0,1,0,0,0,0,0,1,0,0,0
7,47666.666666666664,0.39081818181818184,1.0,6,286000,111774,174226,111774.0,108747.0,Mixed Use,63835192.0,1,0,0,0,0,0,1,0,0,0,0
90,20578.571428571428,1.0,1.0,7,144050,0,144050,144050.0,0.0,Industrial & Storage,3929371.0,1,0,0,0,0,1,0,0,0,0,0
86,20197.333333333332,0.9965672035912332,1.0,3,60592,0,60592,60384.0,0.0,Office,5049446.5,1,0,0,0,0,0,0,1,0,0,0
104,230159.83333333334,0.7246630783390383,0.0,6,1380959,0,1380959,1000730.0,281296.0,Office,74130576.0,1,0,0,0,0,0,0,1,0,0,0
23,107930.0,0.9979060502177337,1.0,1,107930,0,107930,107704.0,0.0,Retail & Food,7221482.5,1,0,0,0,0,0,0,0,0,0,1
90,99084.0,1.0,1.0,1,99084,0,99084,99084.0,0.0,Industrial & Storage,1618110.375,0,1,0,0,0,1,0,0,0,0,0
63,72719.0,1.0,1.0,1,72719,0,72719,72719.0,0.0,Industrial & Storage,2581741.75,1,0,0,0,0,1,0,0,0,0,0
86,19156.0,1.0,0.0,4,76624,0,76624,76624.0,0.0,Office,2773647.5,1,0,0,0,0,0,0,1,0,0,0
15,15284.333333333334,0.580997971779382,1.0,6,91706,36583,55123,53281.0,34701.0,Office,8570571.0,1,0,0,0,0,0,0,1,0,0,0
8,25818.6,0.690440225263957,1.0,5,129093,39902,89191,89131.0,37652.0,Office,19248732.0,1,0,0,0,0,0,0,1,0,0,0
25,27621.2,0.8622579757577513,1.0,5,138106,16221,121885,119083.0,16221.0,Office,8381834.5,1,0,0,0,0,0,0,1,0,0,0
43,56572.0,1.0000707063565015,1.0,1,56572,0,56572,56576.0,0.0,Retail & Food,2409429.0,0,1,0,0,0,0,0,0,0,0,1
12,,0.8858404651697923,1.0,0,225982,0,225982,200184.0,0.0,Office,20560622.0,1,0,0,0,0,0,0,1,0,0,0
10,,0.7459155278685223,0.0,0,516407,0,516407,385196.0,340236.0,Mixed Use,39403320.0,1,0,0,0,0,0,1,0,0,0,0
16,28410.18181818182,0.9705611304525906,1.0,11,312512,0,312512,303312.0,4738.0,Office,25747022.0,1,0,0,0,0,0,0,1,0,0,0
11,37926.52380952381,0.5743134908727024,1.0,42,1592914,0,1592914,914832.0,348788.0,Office,56498868.0,1,0,0,0,0,0,0,1,0,0,0
90,16286.666666666666,0.5309148587801883,1.0,6,97720,0,97720,51881.0,11999.0,Office,2478025.25,1,0,0,0,0,0,0,1,0,0,0
31,42250.3,0.4672345521806946,1.0,10,422503,206580,215923,197408.0,0.0,Office,17254810.0,1,0,0,0,0,0,0,1,0,0,0
29,13500.0,1.2035873015873015,1.0,7,94500,0,94500,113739.0,0.0,Office,5792926.0,1,0,0,0,0,0,0,1,0,0,0
11,94713.0,1.1588483101580564,0.0,1,94713,0,94713,109758.0,0.0,Retail & Food,5417598.0,1,0,0,0,0,0,0,0,0,0,1
8,33655.77777777778,0.6647859703798589,1.0,9,302902,101342,201560,201365.0,86270.0,Office,14751117.0,1,0,0,0,0,0,0,1,0,0,0
43,16837.42105263158,0.5336703020527584,1.0,19,319911,156407,163504,170727.0,69171.0,Office,15067340.0,1,0,0,0,0,0,0,1,0,0,0
116,34253.5,0.5591594046350494,1.0,6,205521,0,205521,114919.0,28643.0,Office,8138616.5,0,1,0,0,0,0,0,1,0,0,0
116,9450.0,0.8112874779541446,1.0,6,56700,0,56700,46000.0,10500.0,Office,3065954.5,1,0,0,0,0,0,0,1,0,0,0
91,18000.0,1.0,1.0,4,72000,0,72000,72000.0,0.0,Office,2729167.75,1,0,0,0,0,0,0,1,0,0,0
16,47786.5,0.53885511598464,1.0,4,191146,94892,96254,103000.0,80000.0,Office,5101504.5,1,0,0,0,0,0,0,1,0,0,0
15,22921.0,0.7271352326105609,1.0,3,68763,11527,57236,50000.0,11527.0,Other,9029489.0,0,1,0,0,0,0,0,0,1,0,0
22,102133.0,1.0518343728275876,3.0,1,102133,0,102133,107427.0,0.0,Other,20725996.0,0,1,0,0,0,0,0,0,1,0,0
8,25860.428571428572,0.64202615137303,1.0,14,362046,0,362046,232443.0,97874.0,Office,15725581.0,1,0,0,0,0,0,0,1,0,0,0
22,40668.0,1.0006024392642865,3.0,2,81336,0,81336,81385.0,0.0,Other,13085297.0,1,0,0,0,0,0,0,0,1,0,0
15,23431.869565217392,0.6801476250294564,1.0,23,538933,0,538933,366554.0,122821.0,Office,16020642.0,1,0,0,0,0,0,0,1,0,0,0
33,45997.0,0.7139596060612649,1.0,6,275982,197130,78852,197040.0,78852.0,Other,5233553.5,1,0,0,0,0,0,0,0,1,0,0
34,19733.6,1.0,1.0,5,98668,0,98668,98668.0,0.0,Office,4391348.0,1,0,0,0,0,0,0,1,0,0,0
9,158931.0,0.5043509447496083,1.0,1,158931,28381,130550,80157.0,34302.0,Office,8751704.0,1,0,0,0,0,0,0,1,0,0,0
38,105100.0,1.0,1.0,1,105100,0,105100,105100.0,0.0,Office,22078064.0,1,0,0,0,0,0,0,1,0,0,0
38,50660.0,1.0,1.0,1,50660,0,50660,50660.0,0.0,Retail & Food,2661488.0,1,0,0,0,0,0,0,0,0,0,1
79,30964.5,0.6439471007121058,1.0,2,61929,0,61929,39879.0,0.0,Office,2203026.5,1,0,0,0,0,0,0,1,0,0,0
16,41277.75,0.6339189999454912,1.0,4,165111,55000,110111,104667.0,55000.0,Office,25478086.0,1,0,0,0,0,0,0,1,0,0,0
16,32387.75,0.6350626394238562,1.0,4,129551,42500,87051,82273.0,42500.0,Office,27137190.0,1,0,0,0,0,0,0,1,0,0,0
91,6855.0,1.0,1.0,3,20565,0,20565,20565.0,0.0,Office,802312.5,1,0,0,0,0,0,0,1,0,0,0
16,31987.4,0.6655683175250254,1.0,5,159937,55971,103966,106449.0,50258.0,Office,7857972.5,1,0,0,0,0,0,0,1,0,0,0
8,36792.8,0.7254191037376878,1.0,5,183964,46763,137201,133451.0,46763.0,Office,14856199.0,1,0,0,0,0,0,0,1,0,0,0
30,41642.0,0.5282070986023726,1.0,5,208210,78848,129362,109978.0,78848.0,Office,5514308.5,1,0,0,0,0,0,0,1,0,0,0
30,39640.857142857145,0.6437261699689354,1.0,7,277486,80283,197203,178625.0,87624.0,Office,12729858.0,1,0,0,0,0,0,0,1,0,0,0
23,62376.666666666664,0.9179874953241063,1.0,3,187130,0,187130,171783.0,9581.0,Office,10053489.0,1,0,0,0,0,0,0,1,0,0,0
16,50208.8,0.502772422364207,1.0,5,251044,117867,133177,126218.0,12717.0,Office,17186624.0,1,0,0,0,0,0,0,1,0,0,0
104,30866.0,0.6177023261841509,1.0,5,154330,0,154330,95330.0,0.0,Industrial & Storage,1262235.25,1,0,0,0,0,1,0,0,0,0,0
98,18040.833333333332,0.5917594346159176,1.0,6,108245,14690,93555,64055.0,14621.0,Office,4515180.5,1,0,0,0,0,0,0,1,0,0,0
111,27976.666666666668,0.6575122125580841,1.0,6,167860,0,167860,110370.0,19801.0,Office,6797647.0,1,0,0,0,0,0,0,1,0,0,0
106,18760.0,0.7142857142857143,1.0,6,112560,0,112560,80400.0,16080.0,Office,4946798.5,1,0,0,0,0,0,0,1,0,0,0
106,14367.333333333334,0.7849983759454318,1.0,6,86204,0,86204,67670.0,13534.0,Retail & Food,3241917.0,1,0,0,0,0,0,0,0,0,0,1
31,72579.0,0.7001543146089089,1.0,2,145158,0,145158,101633.0,48544.0,Industrial & Storage,8384523.0,1,0,0,0,0,1,0,0,0,0,0
65,56448.0,0.9809559240362812,1.0,2,112896,0,112896,110746.0,57500.0,Office,10287986.0,1,0,0,0,0,0,0,1,0,0,0
56,110613.0,0.899993671629917,1.0,1,110613,0,110613,99551.0,11061.0,Industrial & Storage,1015060.188,1,0,0,0,0,1,0,0,0,0,0
65,37470.25,0.7979196829484725,1.0,4,149881,0,149881,119593.0,30288.0,Industrial & Storage,2417401.25,0,0,1,0,0,1,0,0,0,0,0
65,32740.0,1.3176542455711668,1.0,3,98220,0,98220,129420.0,0.0,Industrial & Storage,6468090.0,1,0,0,0,0,1,0,0,0,0,0
46,84420.0,0.5247571665482114,1.0,1,84420,0,84420,44300.0,24838.0,Industrial & Storage,2848317.25,1,0,0,0,0,1,0,0,0,0,0
55,73335.0,1.0,1.0,1,73335,0,73335,73335.0,0.0,Industrial & Storage,5197118.0,0,1,0,0,0,1,0,0,0,0,0
88,28438.0,0.850974048807933,1.0,2,56876,0,56876,48400.0,4276.0,Industrial & Storage,1791715.625,0,1,0,0,0,1,0,0,0,0,0
85,30600.0,1.0,1.0,2,61200,0,61200,61200.0,0.0,Industrial & Storage,4912143.0,0,0,1,0,0,1,0,0,0,0,0
29,111908.0,0.9748186009936733,1.0,1,111908,0,111908,109090.0,0.0,Industrial & Storage,1555420.25,1,0,0,0,0,1,0,0,0,0,0
30,31822.0,1.0323046948651875,3.0,2,63644,0,63644,65700.0,0.0,Other,6858533.5,1,0,0,0,0,0,0,0,1,0,0
86,54376.5,0.5388816860224546,3.0,2,108753,18860,89893,58605.0,24338.0,Mixed Use,3639670.25,1,0,0,0,0,0,1,0,0,0,0
46,141890.0,1.189195855944746,1.0,1,141890,35545,106345,168735.0,0.0,Retail & Food,16865978.0,1,0,0,0,0,0,0,0,0,0,1
15,23023.0,0.7609130000434349,1.0,4,92092,21055,71037,70074.0,0.0,Office,4817062.0,1,0,0,0,0,0,0,1,0,0,0
42,18753.0,0.5613679589043531,0.0,3,56259,0,56259,31582.0,20962.0,Industrial & Storage,2346571.5,0,0,1,0,0,1,0,0,0,0,0
10,23906.5,0.8335947685078674,1.0,6,143439,0,143439,119570.0,23869.0,Other,25631512.0,0,1,0,0,0,0,0,0,1,0,0
8,50655.75,0.5192204241374375,1.0,4,202623,88855,113768,105206.0,31992.0,Office,8873485.0,1,0,0,0,0,0,0,1,0,0,0
16,38587.0,1.0,1.0,2,77174,25800,51374,77174.0,0.0,Office,5481549.0,1,0,0,0,0,0,0,1,0,0,0
18,22104.8,0.8937515833665086,1.0,5,110524,0,110524,98781.0,8634.0,Office,6859198.0,1,0,0,0,0,0,0,1,0,0,0
8,57444.8,0.3394563128429379,1.0,5,287224,103650,183574,97500.0,88051.0,Mixed Use,21042926.0,1,0,0,0,0,0,1,0,0,0,0
17,28937.0,0.8411808411376438,1.0,4,115748,18382,97366,97365.0,0.0,Industrial & Storage,36436388.0,0,1,0,0,0,1,0,0,0,0,0
16,34553.57142857143,0.674240826873385,1.0,7,241875,84689,157186,163082.0,83425.0,Office,8655604.0,1,0,0,0,0,0,0,1,0,0,0
42,20586.0,0.8653939570581949,1.0,5,102930,18720,84210,89075.0,15164.0,Office,4750799.0,1,0,0,0,0,0,0,1,0,0,0
114,25631.0,1.1749444032616754,1.0,3,76893,0,76893,90345.0,33380.0,Office,12029600.0,1,0,0,0,0,0,0,1,0,0,0
41,18750.0,0.84432,1.0,8,150000,23630,126370,126648.0,23913.0,Office,9343428.0,1,0,0,0,0,0,0,1,0,0,0
63,39194.57142857143,1.0,1.0,7,274362,0,274362,274362.0,0.0,Office,16540550.0,1,0,0,0,0,0,0,1,0,0,0
33,25200.133333333335,0.7149089158258422,1.0,15,378002,116280,261722,270237.0,71602.0,Office,17750994.0,1,0,0,0,0,0,0,1,0,0,0
53,15365.454545454546,0.925417110401136,1.0,11,169020,0,169020,156414.0,10337.0,Office,11480494.0,1,0,0,0,0,0,0,1,0,0,0
35,13012.272727272728,0.5100010479617144,1.0,33,429405,0,429405,218997.0,210409.0,Other,274682208.0,1,0,0,0,0,0,0,0,1,0,0
31,25687.105263157893,0.8610387148989356,1.0,76,1952220,319400,1632820,1680937.0,319368.0,Office,92937640.0,1,0,0,0,0,0,0,1,0,0,0
35,20185.0,0.814679999478508,1.0,19,383515,89778,293737,312442.0,84800.0,Office,15878689.0,1,0,0,0,0,0,0,1,0,0,0
91,20218.555555555555,0.7737611764770536,1.0,18,363934,28870,335064,281598.0,27597.0,Office,22104512.0,1,0,0,0,0,0,0,1,0,0,0
87,19730.0,1.0,1.0,4,78920,0,78920,78920.0,0.0,Retail & Food,8303666.5,1,0,0,0,0,0,0,0,0,0,1
37,18734.714285714286,0.9169227484501651,1.0,7,131143,87160,43983,120248.0,10853.0,Office,5177270.5,1,0,0,0,0,0,0,1,0,0,0
17,,0.5925017959107034,1.0,0,947987,0,947987,561684.0,100000.0,Other,46510960.0,1,0,0,0,0,0,0,0,1,0,0
108,13880.0,0.30835734870317005,1.0,4,55520,0,55520,17120.0,15300.0,Mixed Use,3686962.25,0,0,1,0,0,0,1,0,0,0,0
108,13299.8,1.039541947999218,1.0,10,132998,0,132998,138257.0,0.0,Office,3775187.5,0,1,0,0,0,0,0,1,0,0,0
76,27706.0,0.5413989749512741,1.0,3,83118,0,83118,45000.0,0.0,Retail & Food,2443141.5,1,0,0,0,0,0,0,0,0,0,1
92,25851.666666666668,0.9485268519115466,1.0,3,77555,0,77555,73563.0,0.0,Retail & Food,7802205.5,1,0,0,0,0,0,0,0,0,0,1
107,8536.333333333334,0.8768987465344215,1.0,6,51218,0,51218,44913.0,7044.0,Office,2886141.5,1,0,0,0,0,0,0,1,0,0,0
46,16868.344827586207,0.7593288387553099,1.0,29,489182,0,489182,371450.0,65451.0,Office,36378588.0,1,0,0,0,0,0,0,1,0,0,0
87,8021.148148148148,0.843159979868034,1.0,27,216571,13320,203251,182604.0,13320.0,Office,16246106.0,0,1,0,0,0,0,0,1,0,0,0
95,14551.923076923076,0.802114444297608,1.0,13,189175,0,189175,151740.0,12645.0,Office,19036416.0,1,0,0,0,0,0,0,1,0,0,0
18,22600.23076923077,0.4951991640657175,1.0,13,293803,74481,219322,145491.0,70603.0,Office,17074142.0,1,0,0,0,0,0,0,1,0,0,0
106,17479.428571428572,0.7841217431102684,1.0,7,122356,0,122356,95942.0,15523.0,Office,4585070.5,1,0,0,0,0,0,0,1,0,0,0
95,17432.666666666668,0.9608398026693181,1.0,3,52298,0,52298,50250.0,0.0,Office,1968655.125,1,0,0,0,0,0,0,1,0,0,0
105,6861.176470588235,0.7034722222222223,1.0,17,116640,0,116640,82053.0,6561.0,Office,6758565.5,1,0,0,0,0,0,0,1,0,0,0
35,29739.404761904763,0.7875529900604857,1.0,42,1249055,201121,1047934,983697.0,296815.0,Office,37980712.0,1,0,0,0,0,0,0,1,0,0,0
28,37667.8,0.4347108140109059,1.0,5,188339,99314,89025,81873.0,67000.0,Office,8523594.0,1,0,0,0,0,0,0,1,0,0,0
100,30061.0,1.0,1.0,2,60122,0,60122,60122.0,0.0,Education,690529.5,1,0,0,0,0,0,0,0,0,0,0
106,15833.333333333334,0.8892736842105263,1.0,6,95000,13700,81300,84481.0,8474.0,Office,4052720.0,1,0,0,0,0,0,0,1,0,0,0
45,24984.11111111111,0.911659410202929,1.0,9,224857,0,224857,204993.0,0.0,Office,15272491.0,1,0,0,0,0,0,0,1,0,0,0
18,55782.625,0.7695048413372444,1.0,8,446261,124788,321473,343400.0,114237.0,Office,13568148.0,1,0,0,0,0,0,0,1,0,0,0
77,29246.0,1.0001367708404567,1.0,2,58492,0,58492,58500.0,0.0,Other,1594422.5,0,1,0,0,0,0,0,0,1,0,0
109,10395.0,0.7932178932178933,1.0,6,62370,0,62370,49473.0,10408.0,Office,4353025.0,1,0,0,0,0,0,0,1,0,0,0
56,73296.0,1.0614494651822746,1.0,1,73296,0,73296,77800.0,0.0,Industrial & Storage,2356376.75,0,1,0,0,0,1,0,0,0,0,0
72,24780.5,0.5047920744133492,1.0,4,99122,0,99122,50036.0,49086.0,Other,14469228.0,1,0,0,0,0,0,0,0,1,0,0
31,66133.0,0.9191628990065475,1.0,1,66133,0,66133,60787.0,13805.0,Other,6345009.5,1,0,0,0,0,0,0,0,1,0,0
64,57834.0,0.8796901476640039,1.0,2,115668,0,115668,101752.0,8068.0,Industrial & Storage,3534690.75,0,1,0,0,0,1,0,0,0,0,0
46,141686.0,1.0764013381703204,1.0,1,141686,0,141686,152511.0,0.0,Other,6673138.0,1,0,0,0,0,0,0,0,1,0,0
66,93610.0,1.0819143253925863,1.0,1,93610,0,93610,101278.0,502.0,Office,6235947.0,1,0,0,0,0,0,0,1,0,0,0
43,78094.0,0.9086293441237483,1.0,2,156188,0,156188,141917.0,0.0,Office,6843855.0,1,0,0,0,0,0,0,1,0,0,0
50,115620.0,0.4921293893790002,1.0,1,115620,0,115620,56900.0,0.0,Industrial & Storage,1951856.25,1,0,0,0,0,1,0,0,0,0,0
41,47629.6,1.0297798007961436,1.0,5,238148,0,238148,245240.0,5616.0,Office,10775646.0,1,0,0,0,0,0,0,1,0,0,0
47,71718.0,1.0,1.0,1,71718,0,71718,71718.0,0.0,Industrial & Storage,151754.2969,1,0,0,0,0,1,0,0,0,0,0
47,55450.0,0.6168800721370604,1.0,1,55450,0,55450,34206.0,21244.0,Industrial & Storage,4345698.0,0,1,0,0,0,1,0,0,0,0,0
37,54880.0,1.0021865889212829,1.0,1,54880,0,54880,55000.0,0.0,Industrial & Storage,2763597.0,0,1,0,0,0,1,0,0,0,0,0
24,102500.0,0.9704487804878049,1.0,1,102500,0,102500,99471.0,0.0,Retail & Food,7305474.0,1,0,0,0,0,0,0,0,0,0,1
14,60233.0,0.6438469499001102,1.0,6,361398,272900,88498,232685.0,63419.0,Other,8915523.0,1,0,0,0,0,0,0,0,1,0,0
